11638,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,
11728,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,
11744,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,
11758,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,
11802,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,
11809,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,
11810,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11824,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,1.0
11825,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
11898,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,
11912,1.0,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,
11930,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11937,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0
12025,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,
12028,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0
12040,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
12046,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0
12051,,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,
12056,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,
12064,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
12126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,
12221,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0
12259,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,1.0,1.0,,1.0,,
12265,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
12272,,,,,1.0,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,,,,1.0,
12283,1.0,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,
12296,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,
12309,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0
12313,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,1.0,,1.0,,1.0,1.0
12356,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12428,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12451,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,
12458,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0
12459,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12554,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,
12563,,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,
12621,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0
12622,,,,,,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,
12681,,,1.0,,1.0,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,
12759,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,1.0
12760,,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,
12818,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,
12866,,,,,,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,
12888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12917,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,
12921,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,,,
12949,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
12986,,,1.0,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,,,
13014,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,,
13029,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,
13043,,,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,
13048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13054,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,
13056,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,
13086,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,
13159,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
13216,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,
13222,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,1.0,,,1.0,,,,
13230,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
13233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13257,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
13266,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13283,,1.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,
13318,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0
13376,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0
13397,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,
13454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,1.0,,
13472,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,1.0,,,,1.0,,1.0,1.0,1.0,,1.0
